"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.147003600E1,-1.748814248E-4,1.185050001E-3,-5.112343933E-4
1.148008300E1,9.329896420E-5,8.875748608E-4,1.774590928E-4
1.149013100E1,-3.213147633E-3,8.933146019E-4,9.289530572E-4
1.150017800E1,2.018238883E-4,6.949091330E-4,-1.542460639E-3
1.151022500E1,4.026009701E-4,-3.276529023E-4,-1.101135742E-3
1.152027200E1,-1.209144015E-3,5.812838208E-4,-7.051238790E-4
1.153032000E1,-1.997454092E-4,1.043939730E-3,-9.497890715E-4
1.154036700E1,-1.357421512E-3,-7.965709665E-4,-2.647287911E-3
1.155041400E1,1.927323174E-3,2.006453928E-3,2.484002616E-4
1.156046100E1,1.717675477E-4,7.403872442E-4,9.267071728E-4
1.157050900E1,-1.527872635E-3,-1.346566016E-3,6.863870658E-4
1.158055600E1,-2.454919042E-3,6.356247468E-4,-2.912594937E-4
1.159060300E1,-5.398113281E-4,5.313822767E-4,-8.750681300E-4
1.160065100E1,-1.334128901E-4,-2.619733568E-4,-1.344317105E-3
1.161069800E1,-1.317173359E-3,-7.085485267E-4,1.943252981E-3
1.162074500E1,1.928389538E-4,-2.330413554E-3,5.749207921E-4
1.163079200E1,4.367140122E-3,1.171882730E-3,1.157692168E-3
1.164084000E1,-6.412006915E-4,2.008941956E-4,9.321225807E-4
1.165088700E1,-4.938165657E-4,1.720536384E-3,-1.711211051E-3
1.166093400E1,-2.418749267E-3,-1.185771194E-3,-2.271273872E-3
1.167098100E1,-2.183641307E-3,5.835664924E-4,-1.685503288E-3
1.168102900E1,2.520832699E-3,9.143310599E-4,-2.018562518E-4
1.169107600E1,2.061577979E-4,7.599405944E-5,1.024582423E-3
1.170112300E1,2.890890464E-3,1.947929966E-3,1.846167725E-3
1.171117000E1,1.218377845E-3,8.861010429E-4,2.508100588E-4
1.172121800E1,-3.448976204E-4,1.723739551E-4,-2.749031410E-5
1.173126500E1,1.358046895E-3,1.259436598E-3,-1.423943089E-3
1.174131200E1,-2.439995296E-5,9.246773552E-4,1.399273984E-3
1.175136000E1,3.388128243E-4,1.439299551E-3,-7.385776844E-4
1.176140700E1,-1.964555122E-3,-1.345493365E-5,-7.526923437E-4
1.177145400E1,3.092531115E-4,1.676612534E-3,-2.448162995E-4
1.178150100E1,1.209401526E-3,-1.590553438E-3,1.466684043E-4
1.179154900E1,1.963967457E-3,-3.637646325E-3,1.046267804E-3
1.180159600E1,9.455746040E-4,2.055925783E-3,-1.351908781E-3
1.181164300E1,1.131202560E-3,3.102534916E-3,4.561978858E-4
1.182169000E1,1.969656441E-4,1.397845219E-3,-1.805358450E-3
1.183173800E1,-2.272834536E-4,4.728604108E-5,-6.849328056E-4
1.184178500E1,-7.495293394E-4,1.428935211E-4,2.283693058E-3
1.185183200E1,9.687554557E-4,-1.456441125E-3,-1.447069459E-3
1.186187900E1,1.761987805E-4,1.411783393E-3,-1.001256285E-3
1.187192700E1,-2.374643460E-3,-1.493857359E-3,-9.884228930E-4
1.188197400E1,-2.321302891E-4,1.629764214E-3,1.815038268E-4
1.189202100E1,1.060200389E-3,6.354204379E-5,-1.627894933E-3
1.190206900E1,-7.147964789E-4,9.096283466E-4,-5.104325246E-4
1.191211600E1,1.662052935E-3,1.624951605E-3,-1.126911724E-3
1.192216300E1,1.895345747E-3,3.271317808E-3,1.649433747E-3
1.193221000E1,9.479955770E-4,4.181936383E-4,9.936071001E-4
1.194225800E1,1.022564014E-3,1.201962004E-3,-1.097506844E-3
1.195230500E1,4.359134473E-4,-4.033942241E-4,-7.097751368E-4
1.196235200E1,6.953051779E-4,2.352318261E-4,8.801321965E-4
1.197239900E1,3.497329541E-3,-6.204156671E-4,-1.073745312E-3
1.198244700E1,-8.988194168E-6,2.248716773E-4,1.374498475E-3
1.199249400E1,3.606523387E-5,-1.240448095E-3,-8.734262083E-4
1.200254100E1,-6.955051795E-4,-6.359722465E-5,-3.383972216E-4
1.201258900E1,-8.247613441E-4,1.529663452E-3,-1.177022001E-3
1.202263600E1,1.821888145E-3,1.344041084E-3,1.246987144E-3
1.203268300E1,-1.118331100E-3,2.580825239E-3,-1.153710997E-3
1.204273000E1,-1.051752013E-3,3.086163197E-4,-1.183538465E-3
1.205277800E1,-1.443182118E-4,-4.667108878E-4,-2.892527264E-4
1.206282500E1,-8.413079195E-5,1.522404025E-3,-9.374662768E-4
1.207287200E1,5.191129167E-4,9.313256014E-4,8.473701309E-4
1.208291900E1,-1.301690238E-3,-4.604422720E-4,-1.055991044E-3
1.209296700E1,-1.770313946E-3,-2.209478407E-4,5.506360903E-4
1.210301400E1,4.915087484E-4,2.416114323E-3,-1.528227236E-3
1.211306100E1,5.422800314E-4,-1.256305724E-3,-9.290596936E-4
1.212310800E1,-8.468248416E-4,7.969914004E-4,-2.867053263E-4
1.213315600E1,2.960476559E-4,3.023612313E-3,-1.087608980E-3
1.214320300E1,1.246263506E-3,-3.847011249E-4,-7.179621607E-4
1.215325000E1,1.818236662E-3,1.345819561E-3,-4.591795150E-4
1.216329800E1,-2.680837642E-4,1.326112077E-3,1.264496241E-4
1.217334500E1,-9.036733536E-4,4.597854568E-4,2.517905086E-4
1.218339200E1,1.370133599E-3,3.633790184E-4,-2.760777250E-3
1.219343900E1,-7.689121412E-4,-1.020759926E-3,5.273220595E-4
1.220348700E1,-1.280505443E-3,-1.893209992E-4,1.871153479E-3
1.221353400E1,-1.065481338E-3,2.083923668E-3,-1.671600854E-3
1.222358100E1,2.403019462E-3,2.583266469E-4,2.107215114E-4
1.223362800E1,4.310859367E-6,-7.277020486E-4,4.763137549E-4
1.224367600E1,1.400073757E-3,6.326406728E-4,-1.340761082E-3
1.225372300E1,-8.968944894E-4,-3.563007340E-5,-5.439063534E-4
1.226377012E1,2.261605114E-4,8.695783326E-4,1.263847109E-3
1.227381713E1,5.576559342E-4,-1.478157239E-3,-5.784991663E-4
1.228386512E1,2.455691108E-3,-6.232825108E-4,7.807782385E-4
1.229391213E1,2.609167714E-4,-5.999230780E-5,-2.474947134E-3
1.230395912E1,1.779451268E-3,1.625522273E-3,-1.048291801E-3
1.231400713E1,-9.076902643E-5,-2.403988037E-4,-1.009257277E-3
1.232405412E1,-9.565626970E-4,5.782569060E-4,-1.083100215E-4
1.233410113E1,8.088501636E-4,-1.412288984E-4,-9.796281811E-4
1.234414812E1,-3.293849295E-4,4.252986982E-3,1.543983119E-3
1.235419613E1,1.243824605E-3,-1.340331859E-3,4.347381182E-4
1.236424312E1,-8.323758375E-4,2.422448248E-3,-4.531596787E-4
1.237429013E1,-2.069643931E-3,1.785645145E-3,-2.484812867E-4
1.238433712E1,-3.969124518E-4,1.084434916E-3,-6.820440758E-4
1.239438513E1,9.713987820E-4,-1.057248563E-3,-2.621361520E-3
1.240443213E1,2.315229969E-3,1.075410750E-3,-1.531862188E-3
1.241447913E1,-2.917868318E-3,7.619127864E-4,-5.645768251E-4
1.242452613E1,-1.559040975E-4,-3.634699620E-3,5.673849955E-5
1.243457412E1,-9.598390898E-4,-7.140223170E-4,-2.179042436E-3
1.244462113E1,-5.917903036E-4,5.853339098E-4,2.062041545E-3
1.245466812E1,5.149946082E-4,8.001750102E-4,-2.144684782E-3
1.246471513E1,-2.197715221E-4,-5.306066014E-4,9.517725557E-4
1.247476312E1,5.745948292E-4,1.358295674E-3,-1.758032828E-3
1.248481013E1,9.937763680E-4,-1.341399038E-4,1.194613986E-3
1.249485712E1,1.566431019E-4,-1.812873175E-3,1.565178391E-4
1.250490513E1,1.446944661E-3,5.850371672E-4,-3.327047452E-4
1.251495212E1,-1.717228442E-4,-1.514564501E-4,-1.289620996E-3
1.252499913E1,-1.382395974E-3,-3.432040103E-4,-4.453987349E-4
1.253504612E1,-1.371487509E-3,1.842678525E-3,1.764045097E-3
1.254509413E1,1.294336747E-3,1.433154102E-4,-1.974008046E-5
1.255514112E1,-9.563518688E-5,-2.588215284E-5,-1.621628064E-3
1.256518813E1,1.137941144E-3,2.257778309E-3,9.222235531E-4
1.257523512E1,9.516701102E-4,-3.494241973E-4,-1.084142597E-3
1.258528313E1,1.232899725E-3,-6.564866635E-4,1.363835298E-3
1.259533012E1,-4.775200505E-4,-1.637315145E-3,-1.020373777E-3
1.260537713E1,-4.018862965E-4,1.539835939E-3,-1.339953160E-3
1.261542512E1,1.511942595E-3,1.409838325E-3,1.835892908E-4
1.262547213E1,3.310970496E-4,1.075345441E-3,3.036980052E-4
1.263551913E1,-6.029728102E-4,3.585584927E-4,-1.682009315E-3
1.264556613E1,7.946540136E-4,-9.959252784E-4,4.553250037E-3
1.265561413E1,1.089682570E-3,1.680951682E-3,-2.543481532E-4
1.266566113E1,-2.261905698E-3,1.127280644E-3,1.054062741E-3
1.267570813E1,-5.086637102E-4,1.703628339E-3,-3.732142039E-3
1.268575512E1,2.369680908E-3,-1.078043366E-3,8.242605254E-4
1.269580313E1,1.127049094E-3,2.468605526E-4,-6.312897895E-4
1.270585012E1,3.752387129E-4,4.758924479E-4,-3.080599010E-3
1.271589713E1,-2.485144651E-4,-1.837302581E-3,3.936928697E-4
1.272594412E1,-6.005843170E-4,-3.296871437E-4,-1.199143939E-3
1.273599213E1,1.351176063E-3,2.139173448E-4,4.748650827E-5
1.274603912E1,2.462305129E-4,-1.869207248E-3,9.936047718E-6
1.275608613E1,-3.659804352E-4,-4.578627413E-4,-8.827729616E-4
1.276613312E1,1.210344722E-3,-1.023308141E-4,1.723396359E-3
1.277618113E1,-5.369829014E-4,-5.102960858E-4,-3.242236096E-3
1.278622812E1,-9.969107341E-4,7.384601049E-4,3.540965263E-4
1.279627513E1,-4.770151572E-4,-8.191055967E-4,-4.221601412E-4
1.280632312E1,1.047644531E-3,6.512255641E-4,9.717382491E-4
1.281637013E1,1.266034553E-3,-3.913016990E-4,1.946325414E-3
1.282641712E1,1.060704701E-3,6.345480215E-4,-5.067121238E-4
1.283646413E1,-1.363109332E-3,-9.202637593E-4,-5.296617746E-5
1.284651212E1,-9.151656413E-4,-1.875539660E-3,-9.501851164E-4
1.285655913E1,1.390814548E-3,9.001996368E-4,5.395668559E-4
1.286660612E1,-2.632422838E-3,-1.513955882E-3,3.092035186E-4
1.287665313E1,1.474295277E-3,-6.088395021E-4,7.703439333E-4
1.288670113E1,4.548372235E-4,-4.328045761E-4,5.402469542E-4
1.289674813E1,-1.374860993E-3,-2.152452711E-3,-1.702705165E-3
1.290679513E1,-3.652566811E-4,9.618478362E-4,-1.973815029E-3
1.291684212E1,-1.873741858E-4,-1.227969071E-3,-3.789565526E-4
1.292689013E1,-3.769912291E-4,1.302832854E-3,-3.059860319E-4
1.293693712E1,-2.273349324E-3,-2.576093189E-3,-1.275143586E-5
1.294698413E1,4.803594202E-4,9.986681398E-4,1.174485777E-3
1.295703212E1,-1.128561329E-3,2.134637674E-3,-5.320250057E-5
1.296707913E1,-3.983224742E-4,-8.944417350E-4,-1.450030366E-3
1.297712612E1,8.738925681E-4,-1.544001279E-4,-1.465799287E-4
1.298717313E1,8.133566007E-5,9.100652533E-4,2.484623343E-3
1.299722112E1,-1.538811717E-3,-3.581206547E-4,1.280488912E-3
1.300726813E1,-5.230819806E-4,-4.393471172E-4,2.454197966E-5
1.301731512E1,1.830891008E-3,6.677670171E-4,-2.745755482E-4
1.302736213E1,-8.783428930E-4,-6.009628996E-4,6.026695482E-4
1.303741012E1,9.091040120E-4,-3.785100998E-4,2.615440171E-4
1.304745713E1,-1.617436763E-3,-2.689867746E-3,2.465043683E-3
1.305750412E1,-1.078720670E-4,1.399490866E-3,6.478354335E-4
1.306755113E1,2.437044866E-3,-1.711347490E-3,2.361579333E-3
1.307759912E1,7.622863632E-4,9.210852440E-4,1.280422788E-3
1.308764613E1,1.387596596E-3,1.934684347E-3,-1.458105748E-3
1.309769312E1,-6.872315425E-4,9.699236834E-4,-8.022903930E-4
1.310774113E1,8.123945445E-4,-1.947036711E-3,-1.017207513E-3
1.311778812E1,6.345496513E-5,1.027735882E-3,1.035173889E-3
1.312783513E1,-6.177815376E-4,1.901519019E-3,-1.003209734E-3
1.313788213E1,-3.654237371E-4,-3.560015466E-4,1.251108013E-3
1.314793013E1,1.673982479E-5,-1.751231728E-3,1.959242392E-3
1.315797713E1,-2.347885864E-3,-6.428328343E-4,-9.459326975E-5
1.316802412E1,-1.009381143E-3,6.189728156E-4,-1.725779381E-3
1.317807113E1,2.266487572E-4,-1.646196237E-3,-1.706142444E-3
1.318811912E1,5.712618586E-4,6.284096744E-4,2.087264322E-3
1.319816613E1,-5.351712462E-4,8.119023405E-4,-1.553512411E-3
1.320821312E1,-1.223065774E-3,-4.166137660E-4,2.340295585E-3
1.321826013E1,1.404853538E-4,-7.406566874E-4,-2.479560208E-4
1.322830812E1,-1.462471439E-3,-7.539906073E-5,5.720311310E-4
1.323835513E1,-7.525311084E-4,1.249612425E-3,2.173625398E-3
1.324840212E1,2.324484987E-3,-8.375069010E-4,1.118481159E-3
1.325845013E1,1.123205293E-4,2.323399531E-4,1.299933996E-3
1.326849721E1,-1.957754605E-3,-7.216043305E-4,-1.171338372E-4
1.327854421E1,1.886880724E-3,-1.169795287E-3,1.049212180E-3
1.328859121E1,1.121222042E-3,2.627191134E-4,-1.627921592E-4
1.329863921E1,-9.179821936E-4,-7.552544703E-4,-2.109955531E-3
1.330868621E1,1.454628073E-3,6.716671633E-4,-7.317697164E-4
1.331873321E1,1.006011618E-3,-7.018554606E-4,-4.089707509E-4
1.332878021E1,1.583651174E-3,9.820612613E-4,2.410784131E-3
1.333882821E1,-1.160288230E-4,-2.002999187E-3,-5.222030450E-4
1.334887521E1,1.844057813E-3,-4.064341774E-4,1.448536292E-3
1.335892221E1,-5.277160089E-4,-8.934410289E-5,-3.402788891E-3
1.336896921E1,5.977358669E-4,1.524265157E-3,-2.111422131E-3
1.337901721E1,-1.929941936E-3,-1.398292370E-4,5.610340741E-4
1.338906421E1,1.374508254E-3,-2.738541923E-3,1.592209795E-3
1.339911121E1,2.075473079E-3,1.413066406E-3,-1.044312958E-4
1.340915821E1,7.992861792E-4,-1.209143084E-4,-8.221531752E-4
1.341920621E1,-1.061182003E-3,-4.731537774E-5,-7.849000394E-4
1.342925321E1,-2.356543439E-3,-1.098996727E-4,-4.229764454E-4
1.343930021E1,7.702130824E-5,-1.029159059E-3,2.834461629E-4
1.344934821E1,1.087158220E-3,1.380202710E-3,-3.826362081E-5
1.345939521E1,1.150229946E-4,1.784445485E-4,2.235184424E-3
1.346944221E1,-2.423502039E-3,-2.087372821E-3,1.039958093E-3
1.347948921E1,2.035662066E-3,3.716249485E-4,-2.160812728E-4
1.348953721E1,-2.836848143E-4,-4.579497618E-4,-6.632260047E-4
1.349958421E1,-5.502026761E-4,4.696189426E-4,2.060937230E-3
1.350963121E1,8.386357222E-4,-8.427868015E-4,1.228166744E-3
1.351967821E1,1.356379129E-3,-6.158452015E-4,1.819499303E-4
1.352972621E1,3.531382885E-3,-8.842918323E-4,-1.111813821E-3
1.353977321E1,-3.730458207E-3,4.213685170E-4,-6.630150601E-4
1.354982021E1,-5.160226719E-4,-1.040973235E-3,8.701665793E-4
1.355986721E1,9.900082368E-4,-1.222138875E-3,-1.712698024E-3
1.356991521E1,5.010520108E-4,-1.678870991E-3,2.121188911E-3
1.357996221E1,-1.092084218E-3,-2.682965249E-3,4.497887567E-4
1.359000921E1,1.060720533E-4,-2.161784796E-3,1.143245026E-5
1.360005721E1,2.283292823E-3,-1.248768647E-3,1.676858403E-3
1.361010421E1,-3.898376599E-5,-1.267789630E-4,8.568712510E-4
1.362015121E1,2.788743004E-3,-2.466952661E-3,-2.470100997E-3
1.363019821E1,-4.693683004E-4,-1.550026238E-3,2.939938568E-4
1.364024621E1,8.052892517E-4,-2.496090252E-3,-9.638140909E-5
1.365029321E1,1.365351956E-3,-1.332821441E-3,7.912074216E-5
1.366034021E1,-6.731819594E-4,5.240987521E-4,8.400341030E-4
1.367038721E1,-2.248175442E-3,6.418104749E-4,1.031374559E-4
1.368043521E1,4.512898158E-4,-9.894731920E-4,-2.655847929E-3
1.369048221E1,-1.988698496E-3,-1.432090532E-3,-1.156222075E-3
1.370052921E1,1.330433879E-4,5.397836212E-4,-1.486615860E-3
1.371057621E1,-1.950347563E-3,7.232753560E-4,-3.412081394E-3
1.372062421E1,-3.648765851E-4,-2.143280581E-4,-6.885102484E-4
1.373067121E1,-4.772619577E-4,-2.950476483E-5,1.453254372E-4
1.374071821E1,-8.902258705E-4,1.055327011E-4,-6.982432678E-4
1.375076621E1,1.087970100E-3,4.304384347E-4,-6.708125584E-4
1.376081321E1,3.608041443E-4,2.122519072E-4,-4.125053529E-4
1.377086021E1,2.454894129E-4,2.372856252E-4,-1.864194521E-3
1.378090721E1,6.595491432E-4,-1.701431931E-3,8.327616379E-4
1.379095521E1,-9.964043275E-4,2.343909815E-3,1.286031678E-3
1.380100221E1,5.124963354E-4,-1.608569408E-3,1.572168898E-3
1.381104921E1,-1.515767071E-3,-9.092233959E-4,-6.821970455E-4
1.382109621E1,-2.514571184E-3,-1.568638138E-3,1.416815678E-3
1.383114421E1,7.086526603E-4,-9.357347153E-6,-9.589900728E-4
1.384119121E1,-2.586039482E-3,2.214342821E-4,8.260828909E-4
1.385123821E1,1.357111614E-4,-5.572740920E-4,-2.337486483E-3
1.386128521E1,-1.012130640E-3,-5.585059989E-5,-1.742044697E-3
1.387133321E1,2.049340401E-4,-5.690417020E-4,3.970062826E-4
1.388138021E1,5.248032976E-4,-2.723429352E-4,-1.742516179E-3
1.389142721E1,-2.735704649E-3,-4.779389710E-4,-7.100086659E-4
1.390147421E1,-3.540696343E-4,-2.883817069E-4,9.537234437E-4
1.391152221E1,5.814989563E-4,-3.994355211E-4,1.145204762E-3
1.392156921E1,2.324508969E-4,-2.075301018E-4,-1.093106810E-3
1.393161621E1,-3.164266236E-4,-7.047423278E-4,1.969794743E-3
1.394166421E1,9.554701392E-4,1.462704968E-4,-1.290165354E-3
1.395171121E1,1.301681157E-3,-2.694488503E-4,-2.551971003E-3
1.396175821E1,3.716688370E-3,-4.342806060E-4,-6.432088558E-4
1.397180521E1,1.491351053E-3,-3.748921445E-4,-1.580907847E-3
1.398185321E1,-1.248633489E-4,-5.475346115E-4,7.996675558E-4
1.399190021E1,-1.829203684E-4,-1.270582899E-3,-1.713557518E-3
1.400194721E1,-1.592211309E-3,1.195505029E-4,-5.573469680E-4
1.401199421E1,-2.169850981E-3,1.989089651E-3,-9.642778896E-4
1.402204221E1,-2.073114738E-4,1.786394860E-3,-6.318092346E-5
1.403208921E1,-1.613460481E-3,9.112801636E-4,-1.406479394E-3
1.404213621E1,2.483332762E-3,9.410075145E-4,-2.359688282E-3
1.405218421E1,-1.536709024E-3,6.482761819E-5,9.002871811E-4
1.406223121E1,2.368411515E-4,-8.024533163E-4,1.070644706E-3
1.407227821E1,8.997018449E-4,8.819961222E-4,2.122593112E-3
1.408232521E1,1.309126150E-3,-2.688750159E-3,-2.882063854E-4
1.409237321E1,1.143477391E-3,-5.845866981E-4,3.402994480E-4
1.410242021E1,-1.287189196E-3,-2.162206220E-4,-1.156541985E-3
1.411246721E1,1.639624825E-3,-1.760069281E-4,-6.105939392E-4
1.412251421E1,-8.268909296E-4,-2.557465807E-3,2.882010303E-4
1.413256221E1,-1.222370425E-3,1.184783177E-4,3.840748686E-4
1.414260921E1,-1.599360257E-5,-1.565471059E-3,-1.497559715E-4
1.415265621E1,-6.743270205E-4,-6.709152367E-4,-1.696520019E-3
1.416270321E1,-3.310682951E-4,9.819400730E-4,-5.890615284E-5
1.417275121E1,4.952307791E-7,5.334637826E-4,-1.313254936E-3
1.418279821E1,9.785708971E-4,-1.151366625E-3,-1.593889319E-3
1.419284521E1,4.099858925E-4,6.330118049E-5,-1.937170862E-3
1.420289221E1,-1.231969800E-3,-2.319971332E-3,-1.947248005E-3
1.421294021E1,4.428920802E-4,-1.305839512E-3,-6.492233369E-4
1.422298721E1,-4.407452652E-4,-7.917140611E-4,-8.635371923E-4
1.423303421E1,-5.298899487E-5,9.964592755E-5,2.307556570E-4
1.424308221E1,-8.310494013E-5,-6.391596980E-4,-1.292705303E-3
1.425312921E1,-2.050776966E-4,1.740907319E-3,5.968073383E-4
1.426317571E1,-1.284258906E-3,9.351256303E-4,3.986773081E-4
1.427322271E1,-1.425406430E-3,-1.345072757E-3,2.676500008E-4
1.428327071E1,-1.078284578E-3,-4.141243408E-4,1.011547865E-3
1.429331771E1,6.700805388E-4,-3.637348069E-3,-1.849752502E-3
1.430336471E1,-1.169216936E-3,-2.929051407E-4,1.009127824E-3
1.431341171E1,6.952621043E-4,-3.253957257E-4,-2.017821185E-3
1.432345971E1,1.385123935E-3,-1.349849743E-3,-3.089299425E-4
1.433350671E1,-1.889443956E-5,-1.949060941E-3,7.243764121E-4
1.434355371E1,1.066369936E-3,-7.639102405E-4,-8.143994492E-4
1.435360071E1,1.051722560E-3,3.234584583E-4,-6.511476822E-4
1.436364871E1,-1.373644918E-3,-4.563797265E-4,-4.217510577E-4
1.437369571E1,5.225257482E-4,-6.433336530E-4,2.200929681E-3
1.438374271E1,5.029065069E-4,1.688129385E-3,-9.363582358E-4
1.439379071E1,2.339272760E-4,-2.791477600E-4,2.743147779E-4
1.440383771E1,7.057096809E-5,4.293890670E-4,-1.331866253E-3
1.441388471E1,-9.587663226E-5,2.461635740E-4,-4.735293332E-4
1.442393171E1,-7.132297615E-4,-1.405729214E-3,1.250930130E-3
1.443397971E1,-4.378588637E-4,-1.514386269E-3,2.087162342E-3
1.444402671E1,-2.313495614E-3,-7.910743589E-4,-9.270873852E-5
1.445407371E1,3.150443081E-4,7.751305820E-4,2.169113839E-3
1.446412071E1,-2.987252083E-4,5.292081041E-4,-1.350016100E-3
1.447416871E1,8.237315342E-5,-2.270839410E-3,2.127539599E-3
1.448421571E1,-1.032465487E-3,1.030812273E-3,1.700110966E-3
1.449426271E1,2.602329478E-4,-1.980469096E-5,-1.288488274E-3
1.450430971E1,-3.615474561E-4,2.101995051E-3,3.097788431E-4
1.451435771E1,-1.396984560E-3,-1.004049671E-3,-1.779737300E-3
1.452440471E1,2.310706535E-3,-1.142687397E-4,-4.743686877E-4
1.453445171E1,5.572815426E-4,-1.376873464E-3,-1.833379734E-3
1.454449871E1,1.087722601E-3,7.747553755E-4,-2.113601193E-3
1.455454671E1,-1.569046872E-3,-1.240192214E-3,-6.302203983E-4
1.456459371E1,1.362142153E-3,-3.166303039E-3,-1.384314615E-3
1.457464071E1,2.285992494E-3,4.680058919E-5,-3.643207951E-3
1.458468871E1,-1.901233685E-3,-1.528741559E-4,1.058031339E-4
1.459473571E1,8.317022584E-4,-4.705892643E-4,2.461518161E-4
1.460478271E1,-1.360604074E-3,-1.959386747E-3,-5.761496723E-4
1.461482971E1,1.019995660E-3,-1.478419756E-3,-1.821736805E-5
1.462487771E1,4.874069709E-4,2.721806522E-4,-1.248266781E-3
1.463492471E1,5.880743265E-4,-1.544361468E-3,-1.192873111E-3
1.464497171E1,7.012658753E-4,8.722796338E-4,-1.201632665E-3
1.465501871E1,-6.399020785E-4,-1.116835396E-3,2.102460712E-5
1.466506671E1,-1.645708224E-3,-3.133285325E-3,-1.048473641E-3
1.467511371E1,-1.271737274E-4,-1.468543196E-3,-4.388762172E-4
1.468516071E1,-2.522964962E-3,1.985529903E-3,-1.254216302E-3
1.469520771E1,7.508590352E-4,-1.245949767E-3,7.780417800E-4
1.470525571E1,-1.069932594E-3,-1.357623143E-3,1.393775456E-4
1.471530271E1,3.298248630E-4,-2.545417519E-4,2.195870504E-3
1.472534971E1,1.592061017E-3,-7.781508029E-4,-1.251358306E-3
1.473539671E1,-8.519785479E-5,-1.920114271E-3,1.723659225E-3
1.474544471E1,5.501452833E-4,4.801566247E-4,-4.625641741E-4
1.475549171E1,8.462485857E-5,2.854795894E-4,-1.056981506E-3
1.476553871E1,-2.220515162E-3,-1.900723437E-4,-5.776062608E-6
1.477558671E1,9.174875449E-4,4.083398962E-4,3.783103311E-3
1.478563371E1,3.632617183E-3,1.126639545E-3,3.263285849E-3
1.479568071E1,7.356307469E-4,9.759410750E-5,1.641653944E-4
1.480572771E1,8.299488109E-4,8.642644389E-4,-1.903061289E-3
1.481577571E1,-2.601800486E-3,-8.572029183E-4,-1.308910083E-3
1.482582271E1,-2.761362121E-4,-7.872534916E-4,-1.422378467E-3
1.483586971E1,-1.636478934E-3,-4.125466803E-4,5.434453487E-5
1.484591671E1,-2.005096758E-4,-8.127731271E-4,-3.205039538E-4
1.485596471E1,-1.746208291E-3,2.219768241E-3,-3.700386733E-4
1.486601171E1,-2.581419423E-3,-8.144991589E-4,-1.155683072E-3
1.487605871E1,-1.400840236E-3,7.020297926E-5,-1.290705288E-3
1.488610571E1,-3.684785916E-4,-1.634269836E-3,-5.214631092E-4
1.489615371E1,-1.125615323E-3,3.679268993E-3,5.680359900E-4
1.490620071E1,-3.285973798E-4,-6.935524289E-4,-1.599220559E-5
1.491624771E1,-1.038596150E-3,4.151215544E-4,-5.464940332E-4
1.492629571E1,6.691860035E-4,4.966724664E-4,1.556561328E-4
1.493634271E1,-9.212536970E-4,7.882248610E-5,1.766951755E-4
1.494638971E1,-2.291976707E-4,-2.809461439E-4,2.536825137E-3
1.495643671E1,8.224847261E-4,-8.926742594E-4,-7.319387514E-4
1.496648471E1,8.445521817E-4,1.910157618E-3,-1.355530927E-3
1.497653171E1,-5.506374873E-5,1.309348387E-3,-1.792125404E-4
1.498657871E1,-1.744290348E-4,2.146735555E-3,-1.175461803E-4
1.499662571E1,1.458088635E-3,-3.903167555E-3,1.148254378E-3
1.500667371E1,1.124926843E-3,-1.178131090E-3,1.915846951E-5
1.501672071E1,-9.656546172E-4,8.112501819E-4,-3.014861140E-4
1.502676771E1,-1.074839383E-4,-3.530436661E-4,3.147653770E-4
1.503681471E1,5.969221238E-4,1.277876203E-3,-7.576895878E-4
1.504686271E1,-2.648692112E-3,1.846426865E-3,9.396092501E-4
1.505690971E1,1.059493283E-3,1.107399818E-3,-1.165086869E-3
1.506695671E1,-1.152556040E-3,1.783762942E-3,-2.663094783E-3
1.507700371E1,-1.174127683E-3,-3.502279287E-4,1.066662371E-3
1.508705171E1,4.526537843E-3,8.211344248E-4,-8.333295118E-4
1.509709871E1,4.116874188E-4,5.849121371E-4,-6.764691789E-4
1.510714571E1,-1.195814577E-3,-7.120251539E-4,-2.498193644E-4
1.511719371E1,-2.492507687E-3,-4.257353139E-4,4.772236571E-4
1.512724071E1,-1.567680389E-3,-9.018109413E-4,-4.325597547E-4
1.513728771E1,5.239662714E-4,1.323792734E-3,-8.434855845E-4
1.514733471E1,4.781931639E-4,6.887846394E-4,1.190361101E-3
1.515738271E1,-2.184701618E-3,-8.262877818E-4,3.365518060E-4
1.516742971E1,-4.299756838E-4,-2.677376615E-4,-1.238970319E-3
1.517747671E1,7.796320133E-4,-6.618854823E-4,-1.579322270E-3
1.518752371E1,-3.785823938E-4,-7.125354605E-4,-7.959967479E-5
1.519757171E1,-3.461990273E-3,4.400806502E-4,-2.292692661E-4
1.520761871E1,4.438245669E-4,1.967736986E-3,8.219378069E-4
1.521766571E1,-6.840241840E-4,2.598640043E-3,2.267211676E-4
1.522771271E1,-3.025928978E-3,-5.008099834E-4,-3.847130574E-4
1.523776071E1,1.164555084E-3,1.084303600E-3,-1.611098647E-3
1.524780771E1,-2.023101319E-3,-5.872493493E-4,9.075526614E-4
1.525785471E1,-1.449722797E-3,8.508575847E-4,-1.683436916E-3
1.526790283E1,1.910808496E-4,-1.274051843E-3,-7.646419108E-4
1.527794983E1,-1.476324396E-3,-5.001372192E-4,2.694635186E-4
1.528799683E1,-1.493842574E-3,-1.277502161E-4,9.970127139E-4
